rollout/tel_mean,time/fps,rollout/ho_prob,rollout/ep_rew_mean,rollout/exploration_rate,rollout/ep_len_mean,time/total_timesteps,time/episodes,rollout/tran_mean,time/time_elapsed,train/learning_rate,train/n_updates,train/loss
6.67678939685969,8,0.6551724137931034,57.16007242,0.05,24.86,86449,3272,0.9999999999999383,9900,0.05,85948,1.3769724369049072
0.2577145345968004,8,0.8275862068965517,56.800601779999994,0.05,24.88,86569,3276,1.0,9913,0.05,86068,1.0572223663330078
0.07615393542973363,8,0.6551724137931034,55.73525627,0.05,24.82,86670,3280,0.7333333333333334,9929,0.05,86169,1.5647103786468506
5.73197894283889e-05,8,0.7727272727272727,56.24382133,0.05,24.88,86743,3284,1.0,9938,0.05,86242,1.220433235168457
0.01081281432088504,8,0.7931034482758621,55.86024813,0.05,25.17,86853,3288,1.0,9951,0.05,86352,1.3633077144622803
0.0005714692787507196,8,0.76,54.61364923000001,0.05,25.26,86954,3292,1.0,9962,0.05,86453,1.2394424676895142
1.4319856440439518,8,0.7586206896551724,55.69394076,0.05,25.69,87062,3296,0.9999999997633617,9974,0.05,86561,1.2479736804962158
2.6329859230108843,8,0.8125,56.13847608000001,0.05,25.52,87149,3300,1.0,9983,0.05,86648,1.5452784299850464
0.00998719457314146,8,0.6551724137931034,56.2620309,0.05,25.6,87250,3304,0.9333333333331085,9994,0.05,86749,1.0757951736450195
0.8327513450150602,8,0.8571428571428571,54.99947999999999,0.05,25.62,87354,3308,0.800040097154643,10006,0.05,86853,1.1680974960327148
0.0005947662351375023,8,0.631578947368421,56.32567131,0.05,25.82,87464,3312,1.0,10021,0.05,86963,0.9715993404388428
0.00018165904468021952,8,0.7586206896551724,56.14248460999998,0.05,25.98,87584,3316,1.0,10035,0.05,87083,1.4269882440567017
1.2899650423222881,8,0.6206896551724138,56.668893559999994,0.05,25.83,87689,3320,1.0,10047,0.05,87188,1.0413999557495117
0.001636273821495023,8,0.5862068965517241,57.339221630000004,0.05,26.05,87803,3324,1.0,10060,0.05,87302,1.2947771549224854
0.0014863668099713266,8,0.7777777777777778,56.547189450000005,0.05,25.76,87894,3328,1.0,10070,0.05,87393,1.3439866304397583
1.969527472999057e-06,8,0.7368421052631579,56.15783356000001,0.05,26.03,88004,3332,1.0,10082,0.05,87503,1.1834070682525635
1.3551288470780938,8,0.8888888888888888,56.58061433000001,0.05,26.01,88105,3336,0.9332932361786904,10093,0.05,87604,1.1062151193618774
0.0073468704920442735,8,0.85,55.17770708,0.05,25.78,88193,3340,1.0,10103,0.05,87692,1.1914844512939453
1.2235334417658141,8,0.6896551724137931,54.82282272,0.05,25.55,88289,3344,0.9323447653369453,10115,0.05,87788,1.2415728569030762
0.021219094483800886,8,0.5862068965517241,55.11763634,0.05,25.52,88395,3348,1.0,10128,0.05,87894,1.385928750038147
0.0223320740067303,8,0.4827586206896552,56.82495473,0.05,25.61,88515,3352,0.9333333333333332,10143,0.05,88014,1.2808794975280762
0.0004448811418839913,8,0.7931034482758621,56.046428680000005,0.05,25.73,88619,3356,1.0,10157,0.05,88118,1.1594988107681274
0.19559824911276183,8,0.6842105263157895,55.07675112000001,0.05,25.41,88697,3360,1.0,10166,0.05,88196,1.316758632659912
3.27828829813084,8,0.44,54.92195140999999,0.05,25.33,88786,3364,0.9999969735466575,10177,0.05,88285,0.9230361580848694
0.08292519216733495,8,0.5517241379310345,54.61290065,0.05,25.37,88879,3368,0.8666666682545898,10189,0.05,88378,1.2924561500549316
1.2029938017368167,8,0.5862068965517241,54.66941705,0.05,25.29,88978,3372,1.0,10201,0.05,88477,1.0668197870254517
0.04026571317398099,8,0.9047619047619048,55.257326009999986,0.05,25.21,89090,3376,0.9333333332752717,10214,0.05,88589,1.0759223699569702
5.620771173741858,8,0.8235294117647058,54.94279998,0.05,25.03,89173,3380,0.9990119040589306,10224,0.05,88672,1.2103134393692017
0.9697091443680269,8,0.7241379310344828,55.56712551,0.05,25.2,89263,3384,0.7333333333333346,10234,0.05,88762,1.2227743864059448
0.02740981334441751,8,0.8333333333333334,55.5909402,0.05,24.88,89341,3388,1.0,10243,0.05,88840,1.067827820777893
0.0001798329820310598,8,0.6896551724137931,55.53518993999999,0.05,24.89,89443,3392,0.9999999998184267,10255,0.05,88942,1.2738735675811768
0.03595396891973188,8,0.5172413793103449,54.64826885,0.05,24.91,89553,3396,0.9157750342935539,10268,0.05,89052,1.2117197513580322
1.5919557602175303,8,0.3793103448275862,55.96090483,0.05,25.21,89670,3400,1.0,10282,0.05,89169,1.0539747476577759
1.4615736113534818,8,0.7241379310344828,57.83354830000001,0.05,25.4,89790,3404,0.8689788706554443,10296,0.05,89289,1.4752792119979858
0.8879934875509735,8,0.6896551724137931,58.36409044000001,0.05,25.52,89906,3408,0.9657906116257936,10309,0.05,89405,1.3226087093353271
0.03643197414425306,8,0.8620689655172413,56.42261074,0.05,25.41,90005,3412,1.0,10320,0.05,89504,1.163967251777649
3.889813886386063,8,0.7142857142857143,55.223602109999995,0.05,24.96,90080,3416,1.0,10329,0.05,89579,1.4343419075012207
0.006130236552689468,8,0.8333333333333334,54.547288339999994,0.05,25.0,90189,3420,1.0,10343,0.05,89688,1.3986130952835083
0.013829489281548545,8,0.7931034482758621,54.63998197000001,0.05,24.9,90293,3424,1.0,10357,0.05,89792,1.1331263780593872
0.1551592179375556,8,0.7586206896551724,55.07960287,0.05,24.95,90389,3428,1.0,10370,0.05,89888,1.0981111526489258
1.1126055154225961e-06,8,0.7241379310344828,56.3412196,0.05,24.89,90493,3432,0.9333333183354245,10385,0.05,89992,1.1155800819396973
0.01844287452571016,8,0.8928571428571429,55.39547406000001,0.05,24.82,90587,3436,0.9657906116257936,10399,0.05,90086,1.0385737419128418
0.03543457775662225,8,0.5172413793103449,58.586742509999986,0.05,25.14,90707,3440,1.0,10414,0.05,90206,1.3112478256225586
0.6683542586637283,8,0.7586206896551724,59.00287238999999,0.05,25.23,90812,3444,1.0,10430,0.05,90311,1.2554643154144287
0.26821865217041474,8,0.896551724137931,58.646098939999995,0.05,25.31,90926,3448,1.0,10445,0.05,90425,0.971210241317749
0.11334263018972963,8,0.8275862068965517,57.88912549,0.05,25.1,91025,3452,0.997687808069586,10457,0.05,90524,1.4431674480438232
0.00173088498930236,8,0.896551724137931,57.83813492000001,0.05,24.94,91113,3456,0.8508853897593541,10467,0.05,90612,1.1357743740081787
0.004197750221701646,8,0.8275862068965517,58.899471950000006,0.05,25.28,91225,3460,0.9999599149037207,10481,0.05,90724,0.9839772582054138
0.1047415678923238,8,0.7586206896551724,60.20291209000001,0.05,25.54,91340,3464,1.0,10495,0.05,90839,1.3684791326522827
0.5261336836525948,8,0.8571428571428571,60.78064461000001,0.05,25.47,91426,3468,1.0,10505,0.05,90925,1.0692929029464722
0.009746244824780004,8,0.8620689655172413,60.691413419999996,0.05,25.59,91537,3472,1.0,10517,0.05,91036,1.2577303647994995
0.00010406047714543432,8,0.5517241379310345,60.28968672999999,0.05,25.5,91640,3476,1.0,10529,0.05,91139,1.1141853332519531
0.6441286561607891,8,0.7142857142857143,61.30693377999999,0.05,25.44,91717,3480,1.0,10539,0.05,91216,1.1163383722305298
0.007186739611240558,8,0.5714285714285714,61.63664155000001,0.05,25.59,91822,3484,0.9333333333333332,10554,0.05,91321,1.0684548616409302
0.22837490423560244,8,0.4482758620689655,61.9862172,0.05,25.66,91907,3488,0.9991239449591269,10564,0.05,91406,1.017923355102539
1.5515153262639965,8,0.6896551724137931,62.19745688000001,0.05,25.63,92006,3492,1.0,10576,0.05,91505,1.2072172164916992
0.13989436788147513,8,0.625,62.18320635999999,0.05,25.38,92091,3496,0.933333321514782,10587,0.05,91590,1.366828441619873
2.3951238822801066,8,0.5862068965517241,62.00154238000002,0.05,25.3,92200,3500,1.0,10601,0.05,91699,1.198700189590454
2.394894525616444,8,0.5862068965517241,60.23629004,0.05,25.08,92298,3504,1.0,10614,0.05,91797,1.2845401763916016
1.4931859859705626e-06,8,0.6470588235294118,60.07387800000001,0.05,24.91,92397,3508,0.9666666666666667,10627,0.05,91896,1.0510090589523315
7.714703198810444e-06,8,0.7241379310344828,61.06544758,0.05,25.11,92516,3512,0.866666758234865,10642,0.05,92015,1.2423372268676758
0.36987437508805093,8,0.8,62.10971589,0.05,25.42,92622,3516,0.9657906116258016,10655,0.05,92121,1.037285566329956
0.00024081121401100405,8,0.75,61.34451951,0.05,25.2,92709,3520,1.0,10665,0.05,92208,1.2073180675506592
0.00013212634923520913,8,0.9310344827586207,60.38794800000001,0.05,25.15,92808,3524,0.9999999999999992,10676,0.05,92307,1.0428214073181152
2.265634083454569,8,0.8275862068965517,60.73002199000001,0.05,25.11,92900,3528,1.0,10687,0.05,92399,1.1532349586486816
2.8369543336220238,8,0.7586206896551724,59.15413031,0.05,25.06,92999,3532,0.9999999999999992,10698,0.05,92498,1.0316163301467896
0.0048573671180760555,8,0.6896551724137931,59.99584437000001,0.05,25.28,93115,3536,1.0,10712,0.05,92614,1.11632239818573
0.5390781668251172,8,0.65,58.648572170000016,0.05,25.09,93216,3540,1.0,10724,0.05,92715,1.2065290212631226
9.735905319890642e-07,8,0.5862068965517241,58.715859800000004,0.05,25.11,93323,3544,1.0,10736,0.05,92822,1.2048128843307495
0.14254598970546073,8,0.6896551724137931,59.269527479999994,0.05,25.08,93434,3548,1.0,10749,0.05,92933,1.0294681787490845
0.2550593686818555,8,0.9310344827586207,58.97173513,0.05,25.29,93554,3552,0.9999999999999929,10763,0.05,93053,1.0922759771347046
